timestamp,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,channel_8,channel_9,channel_10,channel_11,channel_12,channel_13,channel_14,channel_15,channel_16
1745954814.5572288,-93750.01117587223,-93750.01117587223,-93750.01117587223,-93750.01117587223,-93750.01117587223,-93750.01117587223,-93750.01117587223,79036.93068467746,-75144.240277319,-75916.13542033857,-74036.15254594714,-77863.7323217073,-76131.65094037664,-76271.93048857815,-75057.96254372151,-73485.2938038461
1745954814.5572534,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,158066.08296228445,-146934.89187179707,-149079.74291798388,-145033.49602621747,-152581.21074214112,-150298.06945300932,-150761.4881708012,-147914.27825859527,-144465.8511240305
1745954814.5572612,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,158056.6058226354,-147098.461937721,-148844.15553142494,-145057.32298580682,-152449.983650444,-150666.73912605515,-150566.8938835733,-148007.8426608852,-144423.96395492126
1745954814.5572689,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,158044.6476393518,-146964.86556111166,-149048.56223446873,-145026.27641275842,-152545.26913705698,-150370.57851202233,-150740.41047577985,-147921.9672586879,-144458.54210359362
1745954814.5572758,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,158029.71667405567,-147057.62530060118,-148869.27889219273,-145053.29967180488,-152477.31983391283,-150594.96767460916,-150593.64892168628,-148003.7746433943,-144435.85508297148
1745954814.5572832,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,158021.80415651848,-146991.41943352454,-149003.9705042804,-145012.9324213186,-152499.4927644125,-150444.3616204693,-150707.03932130805,-147925.2529651228,-144442.9405859638
1745954814.5572903,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,158006.96259820016,-147016.14046289213,-148902.135956542,-145050.46100025906,-152508.36640696126,-150519.06115043894,-150627.53416628053,-147999.684274159,-144450.62958605643
1745954814.5572972,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,157994.87030444984,-147020.56610829427,-148956.83067522416,-145002.11417700222,-152454.99044120198,-150522.95035397416,-150671.92473076878,-147932.673744282,-144429.01544916816
1745954814.5573044,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,157986.86837993484,-146970.7887733923,-148935.66357322497,-145042.90611063316,-152536.12727357476,-150437.8125593439,-150661.39705913034,-147989.49187868737,-144462.2524931732
1745954814.5573113,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,157975.11136235137,-147055.8595127892,-148915.0105613483,-144999.4319676676,-152419.54057449588,-150607.61876197087,-150642.4651315767,-147949.2810904123,-144422.7793124651
1745954814.557318,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,157961.61090870036,-146929.59450836116,-148970.666405042,-145035.731200663,-152562.14470412073,-150363.2024363521,-150696.69046362524,-147979.88062857158,-144474.45654564578
1745954814.557325,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,157949.026876572,-147077.87598107767,-148865.07676423513,-144988.9266477736,-152378.99451005395,-150675.6127686039,-150604.95890438068,-147957.6853463275,-144408.585954736
1745954814.5573318,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,157935.7275886211,-146891.03774917577,-148999.88013504507,-145024.51062494644,-152579.44495432914,-150296.482479153,-150726.35122851745,-147967.05072725425,-144481.6985108493
1745954814.5573387,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,157924.39525418225,-147096.7632051424,-148822.09435964757,-144982.3105314148,-152347.8138265388,-150734.24139431017,-150573.82292435443,-147969.19649472195,-144399.44409125377
1745954814.5573456,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,157913.6664168437,-146859.23121681585,-149025.13760627958,-145013.08888352977,-152590.73258527907,-150243.57590002727,-150752.8827491859,-147954.51139861482,-144487.42055742987
1745954814.5573523,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,157897.6178643248,-147108.45316749255,-148785.68336792986,-144977.6613685681,-152324.9926954499,-150777.15674366435,-150548.6772118422,-147980.88645707208,-144393.67734118432
1745954814.5573635,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,157888.78892526496,-146834.62194617058,-149040.91793786502,-144998.51554614492,-152591.24667540155,-150206.87433563167,-150770.9429587058,-147941.14505543053,-144488.18051674135
1745954814.557371,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,157876.69663151464,-147112.38707451668,-148759.19655075032,-144974.77799353338,-152312.58747727724,-150802.57067711005,-150532.09221745637,-147992.68817814448,-144392.24682953916
1745954814.5573776,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,157863.35264007482,-146823.2002047539,-149049.54571122478,-144986.24443843897,-152584.65291078723,-150194.58087618125,-150783.32582513403,-147932.6066890486,-144488.09110976354
1745954814.5573845,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,157850.8133114354,-147105.3239232688,-148740.68930634134,-144970.93349348707,-152307.58068651924,-150806.07990098954,-150522.39156036277,-148000.64539917058,-144392.11271907244
1745954814.5573912,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,157837.8045961624,-146818.43928318494,-149045.5894524562,-144970.64292080916,-152566.2574251005,-150199.9452948505,-150784.6892815458,-147923.04014242176,-144482.1455457384
1745954814.557398,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,157825.13115705625,-147087.71074863803,-148731.65920158138,-144966.37373761818,-152310.82168946526,-150788.10909844746,-150520.55871731744,-148005.16045155056,-144394.2808382846
1745954814.5574048,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,157813.66471215067,-146824.2954402322,-149032.80425462776,-144956.00252819093,-152540.508215488,-150226.54387075233,-150778.65431054286,-147917.18398537446,-144474.5012491347
1745954814.5574117,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,157802.37708120074,-147062.1180012367,-148735.10137022752,-144962.93156897207,-152324.3444948607,-150751.29577532958,-150529.54411858847,-148007.99912309638,-144400.96400987674
1745954814.5574183,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,157794.1963427301,-146842.6685741745,-149012.68768461797,-144945.34074608574,-152510.33336047333,-150276.14239169867,-150767.07610691502,-147918.50273829733,-144467.72867056474
1745954814.5574253,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,157780.38296465672,-147033.26189914488,-148752.46867566928,-144963.9150457281,-152348.707896317,-150702.2783997391,-150551.00179326558,-148012.8270998987,-144414.44211178328
1745954814.5574365,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,157769.60942382927,-146864.4168215295,-148980.5235243468,-144932.3096790683,-152471.15075244318,-150337.31911627282,-150744.81376943755,-147919.41915981998,-144455.65872855886
1745954814.5574467,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,157755.6842870336,-146993.72166320344,-148773.859295113,-144959.82467649278,-152373.69714661804,-150634.8655384619,-150575.27578774403,-148009.89902137508,-144424.9921351662
1745954814.557457,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,157740.95448743756,-146888.95903694144,-148938.65870698198,-144918.47394925047,-152426.1790425991,-150407.5482973514,-150714.34834174495,-147921.54257554325,-144440.4371905848
1745954814.557464,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,157730.33740882127,-146945.01721203534,-148797.61919946902,-144950.19107463254,-152397.23353352948,-150553.41578166673,-150600.91323863427,-147999.14783229207,-144432.4799695587
1745954814.5574708,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,157719.45210927154,-146919.84914777864,-148894.67047389396,-144908.9968096014,-152382.95076882254,-150488.1263361128,-150682.47475415168,-147929.83507273617,-144428.00962066767
1745954814.557478,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,157707.5833329658,-146902.66065629252,-148831.19151964088,-144945.89953969713,-152426.89429842166,-150476.3246150404,-150635.42433207325,-147993.3810822226,-144446.15923716538
1745954814.5574863,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,157694.64167292617,-146948.10175277016,-148845.76485702573,-144898.4467862185,-152338.49314910092,-150566.4021451953,-150646.44374208973,-147937.90405248452,-144413.6374489829
1745954814.5574932,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,157683.0634692983,-146857.7112981929,-148864.60737760155,-144937.1600076151,-152452.57645280083,-150396.86416350177,-150669.73425981216,-147981.62406463912,-144456.6422053149
1745954814.5575,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,157672.62520463768,-146976.8460961397,-148799.34028379206,-144891.36128322617,-152299.8469829377,-150643.3592013549,-150612.87142191787,-147949.95164274593,-144402.88625989988
1745954814.557507,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,157659.32591668676,-146818.01460004027,-148898.11264254007,-144928.39812378862,-152475.0399559784,-150326.18794753408,-150704.1335945289,-147969.95645403344,-144466.9016560199
1745954814.5575137,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,157648.28415492584,-146998.61669523915,-148753.3627454475,-144883.85109708918,-152264.7323923984,-150708.6709986533,-150579.72378489064,-147960.79223880675,-144391.9339051168
1745954814.5575204,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,157636.8177100203,-146784.1070037016,-148927.39342777652,-144918.02691436137,-152490.90969454165,-150268.02870846138,-150734.71078094374,-147958.0206224943,-144474.76947006816
1745954814.5575273,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,157622.5572970578,-147015.49226230293,-148715.2083176623,-144879.15723075357,-152239.22905197492,-150761.7340399902,-150553.3934299223,-147973.62214012412,-144385.92128585832
1745954814.5575345,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,157608.34158758423,-146753.26159635326,-148944.24664309583,-144901.33016125325,-152492.988406776,-150221.2018038275,-150753.7321154752,-147941.7262007864,-144474.52360087915
1745954814.5575411,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,157597.38923280113,-147019.29205886033,-148679.71374746726,-144871.57998938323,-152217.5925633422,-150792.28887466062,-150529.09708369937,-147981.40054719456,-144378.41109972133
1745954814.557548,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,157588.87321816364,-146737.28009906772,-148959.1999601364,-144890.69073089253,-152492.42961316463,-150199.2970942613,-150772.2393598842,-147932.9643169599,-144477.56343812507
